t_sched,t_actual,jitter_ns,tau_des_Nm,q_deg,dq_deg_s,ads_voltage,gait_phase,rise_time,peak_time,fall_time,stride1,stride2,stride3,stride4,stride5
270.52398681640625,270.5240173339844,3870.0,0.0,-14669.39453125,-680.9109497070312,1.2705000638961792,0.24047677218914032,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5260009765625,270.5260009765625,3331.0,0.0,-14670.826171875,-710.4578247070312,1.2358750104904175,0.24285708367824554,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.52801513671875,270.52801513671875,3013.0,0.0,-14672.0908203125,-686.68701171875,1.2358750104904175,0.24523764848709106,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5299987792969,270.5299987792969,3011.0,0.0,-14673.443359375,-679.3558349609375,1.2040001153945923,0.24761860072612762,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5320129394531,270.5320129394531,3046.0,0.0,-14674.8046875,-655.3629150390625,1.1611250638961792,0.24999959766864777,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.53399658203125,270.53399658203125,3469.0,0.0,-14676.18359375,-653.8078002929688,1.1410000324249268,0.2523810565471649,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5360107421875,270.5360107421875,4189.0,0.0,-14677.447265625,-651.1419067382812,1.1057500839233398,0.2547628581523895,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5379943847656,270.5379943847656,3891.0,0.0,-14678.7470703125,-638.03466796875,1.0686250925064087,0.25714346766471863,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5400085449219,270.5400085449219,3592.0,0.0,-14680.037109375,-636.7017211914062,1.0378750562667847,0.25952404737472534,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5419921875,270.5419921875,3349.0,0.0,-14681.2919921875,-666.4707641601562,1.0378750562667847,0.2619047164916992,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
