seq,time_sched_sec,time_actual_sec,jitter_ns,q_des_deg,dq_des_deg_s,tau_des_Nm,q_act_deg,dq_act_deg_s,temp_C,merror,ads_voltage,gait_phase
1371,2.742000000,2.742003702,3702,0.000000000,0.000000000,1.878556906,-1445.653488588,-141.291803188,28.000000000,0,-0.000250000,0.742003702
1372,2.744000000,2.744004170,4170,0.000000000,0.000000000,2.031868427,-1445.989382836,-171.505142109,28.000000000,0,-0.000375000,0.744004170
1373,2.746000000,2.746004047,4047,0.000000000,0.000000000,2.186982263,-1446.360634374,-200.607695875,28.000000000,0,0.000250000,0.746004047
1374,2.748000000,2.748003552,3552,0.000000000,0.000000000,2.343302125,-1446.820279136,-237.707902750,28.000000000,0,-0.001500000,0.748003552
1375,2.750000000,2.750003484,3484,0.000000000,0.000000000,2.500273633,-1447.350638475,-281.694977578,28.000000000,0,-0.001500000,0.750003484
1376,2.752000000,2.752003601,3601,0.000000000,0.000000000,2.657258562,-1447.969391039,-312.574770327,28.000000000,0,0.000125000,0.752003601
1377,2.754000000,2.754003533,3533,0.000000000,0.000000000,2.813608375,-1448.641179536,-354.340292112,28.000000000,0,-0.000500000,0.754003533
1378,2.756000000,2.756004298,4298,0.000000000,0.000000000,2.968784867,-1449.401361256,-408.990887153,28.000000000,0,0.000375000,0.756004298
1379,2.758000000,2.758004063,4063,0.000000000,0.000000000,3.122033795,-1450.249936200,-460.753440795,28.000000000,0,-0.000375000,0.758004063
1380,2.760000000,2.760003902,3902,0.000000000,0.000000000,3.272833943,-1451.222261656,-507.406417257,28.000000000,0,-0.000125000,0.760003902
1381,2.762000000,2.762003593,3593,0.000000000,0.000000000,3.420573753,-1452.300658981,-555.392301375,28.000000000,0,0.000375000,0.762003593
1382,2.764000000,2.764003654,3654,0.000000000,0.000000000,3.564707893,-1453.396734950,-609.820773914,28.000000000,0,0.000375000,0.764003654
1383,2.766000000,2.766003438,3438,0.000000000,0.000000000,3.704620798,-1454.669597365,-656.029367257,28.000000000,0,0.001000000,0.766003438
1384,2.768000000,2.768003610,3610,0.000000000,0.000000000,3.839806370,-1456.101567583,-707.791955427,28.000000000,0,0.000000000,0.768003610
1385,2.770000000,2.770004005,4005,0.000000000,0.000000000,3.969717597,-1457.692645603,-803.097252571,28.000000000,0,-0.001000000,0.770004005
1386,2.772000000,2.772004010,4010,0.000000000,0.000000000,4.093802631,-1459.283723622,-836.642964217,28.000000000,0,-0.000750000,0.772004010
1387,2.774000000,2.774003738,3738,0.000000000,0.000000000,4.211581765,-1461.051588088,-896.403205495,28.000000000,0,0.000625000,0.774003738
1388,2.776000000,2.776003337,3337,0.000000000,0.000000000,4.322600970,-1462.978560357,-975.935353454,28.000000000,0,0.000000000,0.776003337
1389,2.778000000,2.778004120,4120,0.000000000,0.000000000,4.426489351,-1465.029283137,-1058.133385782,28.000000000,0,0.000000000,0.778004120
1390,2.780000000,2.780003441,3441,0.000000000,0.000000000,4.522701326,-1467.203756431,-1170.544774296,28.000000000,0,0.000000000,0.780003441
1391,2.782000000,2.782003354,3354,0.000000000,0.000000000,4.610960951,-1469.608052105,-1205.423497184,28.000000000,0,-0.000250000,0.782003354
1392,2.784000000,2.784003526,3526,0.000000000,0.000000000,4.690900099,-1472.136098291,-1292.731141220,28.000000000,0,-0.002250000,0.784003526
1393,2.786000000,2.786003884,3884,0.000000000,0.000000000,4.762197498,-1474.823252280,-1363.377077005,28.000000000,0,-0.000750000,0.786003884
1394,2.788000000,2.788003779,3779,0.000000000,0.000000000,4.824550458,-1477.704871360,-1405.586774738,28.000000000,0,0.001125000,0.788003779
1395,2.790000000,2.790003414,3414,0.000000000,0.000000000,4.877724135,-1480.657205019,-1507.334694831,28.000000000,0,0.000000000,0.790003414
1396,2.792000000,2.792003364,3364,0.000000000,0.000000000,4.921523595,-1483.715610545,-1624.855695052,28.000000000,0,0.000000000,0.792003364
1397,2.794000000,2.794003203,3203,0.000000000,0.000000000,4.955765253,-1487.074553031,-1670.175729330,28.000000000,0,-0.000125000,0.794003203
1398,2.796000000,2.796003172,3172,0.000000000,0.000000000,4.980317965,-1490.398138227,-1684.615867272,28.000000000,0,0.000750000,0.796003172
1399,2.798000000,2.798003530,3530,0.000000000,0.000000000,4.995084214,-1493.863152581,-1811.911776847,28.000000000,0,0.000250000,0.798003530
1400,2.800000000,2.800004035,4035,0.000000000,0.000000000,4.999999980,-1497.363524224,-1828.129309151,28.000000000,0,-0.000500000,0.800004035
1401,2.802000000,2.802004171,4171,0.000000000,0.000000000,4.995046230,-1500.846217223,-1746.153433853,28.000000000,0,0.000375000,0.802004171
1402,2.804000000,2.804003491,3491,0.000000000,0.000000000,4.980252374,-1504.417303444,-1756.150431181,28.000000000,0,0.000500000,0.804003491
1403,2.806000000,2.806003701,3701,0.000000000,0.000000000,4.955663643,-1508.112140179,-1748.152778073,28.000000000,0,0.000500000,0.806003701
1404,2.808000000,2.808006595,6595,0.000000000,0.000000000,4.921329037,-1511.506439954,-1745.931207765,28.000000000,0,0.000375000,0.808006595
1405,2.810000000,2.810003601,3601,0.000000000,0.000000000,4.877553879,-1515.024490241,-1733.712640130,28.000000000,0,-0.000875000,0.810003601
1406,2.812000000,2.812004033,4033,0.000000000,0.000000000,4.824324592,-1518.560219174,-1727.936557330,28.000000000,0,0.000125000,0.812004033
1407,2.814000000,2.814004020,4020,0.000000000,0.000000000,4.761933182,-1522.060590817,-1758.594227577,28.000000000,0,-0.001500000,0.814004020
1408,2.816000000,2.816003785,3785,0.000000000,0.000000000,4.690623472,-1525.507926526,-1826.574140878,28.000000000,0,0.001250000,0.816003785
1409,2.818000000,2.818003532,3532,0.000000000,0.000000000,4.610671161,-1529.149727326,-1793.695038439,28.000000000,0,0.001250000,0.818003532
1410,2.820000000,2.820003667,3667,0.000000000,0.000000000,4.522373187,-1532.738492193,-1804.802751863,28.000000000,0,-0.000125000,0.820003667
1411,2.822000000,2.822003673,3673,0.000000000,0.000000000,4.426099212,-1536.221185191,-1839.681474751,28.000000000,0,-0.000625000,0.822003673
1412,2.824000000,2.824004030,4030,0.000000000,0.000000000,4.322204884,-1539.845307347,-1835.904736171,28.000000000,0,0.000625000,0.824004030
1413,2.826000000,2.826004629,4629,0.000000000,0.000000000,4.211102722,-1543.398714924,-1721.938248442,28.000000000,0,-0.000750000,0.826004629
1414,2.828000000,2.828004005,4005,0.000000000,0.000000000,4.093317595,-1546.934443856,-1834.794020074,28.000000000,0,-0.000625000,0.828004005
1415,2.830000000,2.830003677,3677,0.000000000,0.000000000,3.969229484,-1550.328743631,-1746.375521827,28.000000000,0,0.000250000,0.830003677
1416,2.832000000,2.832003516,3516,0.000000000,0.000000000,3.839333822,-1553.864472564,-1745.709119792,28.000000000,0,0.000250000,0.832003516
1417,2.834000000,2.834003689,3689,0.000000000,0.000000000,3.704130282,-1557.594666587,-1859.675607521,28.000000000,0,-0.000750000,0.834003689
1418,2.836000000,2.836003657,3657,0.000000000,0.000000000,3.564188337,-1561.201110098,-1862.563579863,28.000000000,0,-0.000250000,0.836003657
1419,2.838000000,2.838004071,4071,0.000000000,0.000000000,3.420014092,-1564.701481742,-1735.711984350,28.000000000,0,0.000750000,0.838004071
1420,2.840000000,2.840003836,3836,0.000000000,0.000000000,3.272255947,-1568.166496095,-1792.806410315,28.000000000,0,0.000625000,0.840003836
1421,2.842000000,2.842004082,4082,0.000000000,0.000000000,3.121414185,-1571.772939606,-1730.602441699,28.000000000,0,0.000375000,0.842004082
1422,2.844000000,2.844003606,3606,0.000000000,0.000000000,2.968175085,-1575.290989894,-1727.270017181,28.000000000,0,-0.001000000,0.844003606
1423,2.846000000,2.846003760,3760,0.000000000,0.000000000,2.813040101,-1578.720646958,-1768.591224904,28.000000000,0,-0.001000000,0.846003760
1424,2.848000000,2.848003748,3748,0.000000000,0.000000000,2.656682511,-1582.238697246,-1783.253588935,28.000000000,0,-0.000125000,0.848003748
1425,2.850000000,2.850003679,3679,0.000000000,0.000000000,2.499711052,-1585.809783468,-1832.572449766,28.000000000,0,-0.000500000,0.850003679
1426,2.852000000,2.852003741,3741,0.000000000,0.000000000,2.342730465,-1589.451584268,-1795.916608746,28.000000000,0,0.000750000,0.852003741
1427,2.854000000,2.854003635,3635,0.000000000,0.000000000,2.186383677,-1592.934277267,-1752.151604627,28.000000000,0,0.000500000,0.854003635
1428,2.856000000,2.856004511,4511,0.000000000,0.000000000,2.031198701,-1596.470006199,-1831.683821643,28.000000000,0,-0.000250000,0.856004511
1429,2.858000000,2.858003665,3665,0.000000000,0.000000000,1.877996481,-1600.005735131,-1821.908912289,28.000000000,0,0.000625000,0.858003665
1430,2.860000000,2.860003560,3560,0.000000000,0.000000000,1.727191602,-1603.612178643,-1789.251897823,28.000000000,0,0.000625000,0.860003560
1431,2.862000000,2.862003695,3695,0.000000000,0.000000000,1.579418799,-1607.165586220,-1792.806410315,28.000000000,0,0.002625000,0.862003695
1432,2.864000000,2.864003405,3405,0.000000000,0.000000000,1.435309801,-1610.577564639,-1798.138179054,28.000000000,0,0.000375000,0.864003405
1433,2.866000000,2.866003892,3892,0.000000000,0.000000000,1.295347957,-1614.290080018,-1761.260111946,28.000000000,0,-0.001000000,0.866003892
1434,2.868000000,2.868003731,3731,0.000000000,0.000000000,1.160185607,-1617.861166240,-1845.235331463,28.000000000,0,-0.000125000,0.868003731
1435,2.870000000,2.870003515,3515,0.000000000,0.000000000,1.030313535,-1621.184751437,-1788.585357674,28.000000000,0,0.000625000,0.870003515
1436,2.872000000,2.872003391,3391,0.000000000,0.000000000,0.906234825,-1624.755837658,-1732.824012007,28.000000000,0,0.000625000,0.872003391
1437,2.874000000,2.874004748,4748,0.000000000,0.000000000,0.788360417,-1628.273887946,-1755.928343207,28.000000000,0,0.000500000,0.874004748
1438,2.876000000,2.876003865,3865,0.000000000,0.000000000,0.677370646,-1631.809616878,-1710.608308930,28.000000000,0,-0.000625000,0.876003865
1439,2.878000000,2.878004389,4389,0.000000000,0.000000000,0.573497184,-1635.292309877,-1705.720854253,28.000000000,0,-0.000375000,0.878004389
1440,2.880000000,2.880003969,3969,0.000000000,0.000000000,0.477274303,-1638.686609652,-1751.929516653,28.000000000,0,0.000000000,0.880003969
1441,2.882000000,2.882004494,4494,0.000000000,0.000000000,0.388991083,-1642.169302650,-1761.482199919,28.000000000,0,0.000000000,0.882004494
1442,2.884000000,2.884003666,3666,0.000000000,0.000000000,0.309094605,-1645.722710227,-1750.818662442,28.000000000,0,-0.001125000,0.884003666
1443,2.886000000,2.886003746,3746,0.000000000,0.000000000,0.237807116,-1649.187724581,-1691.502804284,28.000000000,0,-0.001125000,0.886003746
1444,2.888000000,2.888003548,3548,0.000000000,0.000000000,0.175456218,-1652.546667067,-1751.262976504,28.000000000,0,-0.000750000,0.888003548
1445,2.890000000,2.890003609,3609,0.000000000,0.000000000,0.122271134,-1656.047038710,-1765.481026473,28.000000000,0,0.000750000,0.890003609
1446,2.892000000,2.892004133,4133,0.000000000,0.000000000,0.078461392,-1659.229194749,-1680.617040719,28.000000000,0,-0.000625000,0.892004133
1447,2.894000000,2.894004417,4417,0.000000000,0.000000000,0.044216892,-1662.782602326,-1759.704943673,28.000000000,0,-0.000625000,0.894004417
1448,2.896000000,2.896003701,3701,0.000000000,0.000000000,0.019676832,-1666.194580746,-1767.702596781,28.000000000,0,-0.000125000,0.896003701
1449,2.898000000,2.898003521,3521,0.000000000,0.000000000,0.004915830,-1669.624237810,-1771.035021300,28.000000000,0,-0.000750000,0.898003521
1450,2.900000000,2.900003564,3564,0.000000000,0.000000000,0.000000000,-1673.106930809,-1765.925340535,28.000000000,0,-0.000750000,0.900003564
1451,2.902000000,2.902003533,3533,0.000000000,0.000000000,0.000000000,-1676.359801427,-1651.958852806,28.000000000,0,0.000250000,0.902003533
1452,2.904000000,2.904003557,3557,0.000000000,0.000000000,0.000000000,-1679.701065268,-1634.408516432,28.000000000,0,-0.000125000,0.904003557
1453,2.906000000,2.906003896,3896,0.000000000,0.000000000,0.000000000,-1683.024650464,-1631.298318002,28.000000000,0,0.000250000,0.906003896
1454,2.908000000,2.908004476,4476,0.000000000,0.000000000,0.000000000,-1686.330557016,-1618.413210217,28.000000000,0,0.000500000,0.908004476
1455,2.910000000,2.910003926,3926,0.000000000,0.000000000,0.000000000,-1689.760214080,-1611.304185232,28.000000000,0,0.000250000,0.910003926
1456,2.912000000,2.912003210,3210,0.000000000,0.000000000,0.000000000,-1692.871655541,-1609.082614925,28.000000000,0,0.000250000,0.912003210
1457,2.914000000,2.914003530,3530,0.000000000,0.000000000,0.000000000,-1696.230598027,-1647.737938279,28.000000000,0,-0.001375000,0.914003530
1458,2.916000000,2.916003628,3628,0.000000000,0.000000000,0.000000000,-1699.430432710,-1699.500457391,28.000000000,0,0.001500000,0.916003628
1459,2.918000000,2.918004208,4208,0.000000000,0.000000000,0.000000000,-1702.718660618,-1643.739111725,28.000000000,0,0.000375000,0.918004208
1460,2.920000000,2.920004047,4047,0.000000000,0.000000000,0.000000000,-1705.953852591,-1623.967066929,28.000000000,0,0.000625000,0.920004047
1461,2.922000000,2.922003553,3553,0.000000000,0.000000000,0.000000000,-1709.153687274,-1611.526273206,28.000000000,0,-0.000500000,0.922003553
1462,2.924000000,2.924003633,3633,0.000000000,0.000000000,0.000000000,-1712.282807380,-1656.179905448,28.000000000,0,0.000375000,0.924003633
1463,2.926000000,2.926003602,3602,0.000000000,0.000000000,0.000000000,-1715.394248840,-1551.099560836,28.000000000,0,0.000375000,0.926003602
1464,2.928000000,2.928003626,3626,0.000000000,0.000000000,0.000000000,-1718.700155392,-1633.741976283,28.000000000,0,-0.000250000,0.928003626
1465,2.930000000,2.930003613,3613,0.000000000,0.000000000,0.000000000,-1721.846954142,-1629.298835668,28.000000000,0,0.000625000,0.930003613
1466,2.932000000,2.932004137,4137,0.000000000,0.000000000,0.000000000,-1725.011431536,-1635.741458617,28.000000000,0,-0.000750000,0.932004137
1467,2.934000000,2.934004051,4051,0.000000000,0.000000000,0.000000000,-1728.175908931,-1637.963028925,28.000000000,0,-0.000625000,0.934004051
1468,2.936000000,2.936004149,4149,0.000000000,0.000000000,0.000000000,-1731.181278523,-1542.657593667,28.000000000,0,0.001000000,0.936004149
1469,2.938000000,2.938003618,3618,0.000000000,0.000000000,0.000000000,-1734.434149141,-1605.528102432,28.000000000,0,0.000750000,0.938003618
1470,2.940000000,2.940004531,4531,0.000000000,0.000000000,0.000000000,-1737.386482800,-1549.766618651,28.000000000,0,0.000750000,0.940004531
1471,2.942000000,2.942003666,3666,0.000000000,0.000000000,0.000000000,-1740.533281549,-1541.991191631,28.000000000,0,-0.000875000,0.942003666
1472,2.944000000,2.944003524,3524,0.000000000,0.000000000,0.000000000,-1743.574008431,-1493.560958923,28.000000000,0,0.000375000,0.944003524
1473,2.946000000,2.946004252,4252,0.000000000,0.000000000,0.000000000,-1746.614735313,-1494.227499073,28.000000000,0,-0.000375000,0.946004252
1474,2.948000000,2.948004424,4424,0.000000000,0.000000000,0.000000000,-1749.567068972,-1517.553918247,28.000000000,0,-0.000875000,0.948004424
1475,2.950000000,2.950004041,4041,0.000000000,0.000000000,0.000000000,-1752.590117209,-1516.887516211,28.000000000,0,0.000500000,0.950004041
1476,2.952000000,2.952003621,3621,0.000000000,0.000000000,0.000000000,-1755.701558669,-1521.997058862,28.000000000,0,0.000000000,0.952003621
1477,2.954000000,2.954003664,3664,0.000000000,0.000000000,0.000000000,-1758.706928262,-1507.556920919,28.000000000,0,0.000000000,0.954003664
1478,2.956000000,2.956003595,3595,0.000000000,0.000000000,0.000000000,-1761.694619210,-1494.893901108,28.000000000,0,0.000875000,0.956003595
1479,2.958000000,2.958003601,3601,0.000000000,0.000000000,0.000000000,-1764.664631513,-1490.672986580,28.000000000,0,0.000000000,0.958003601
1480,2.960000000,2.960003996,3996,0.000000000,0.000000000,0.000000000,-1767.546250593,-1521.552744800,28.000000000,0,0.002625000,0.960003996
1481,2.962000000,2.962004002,4002,0.000000000,0.000000000,0.000000000,-1770.551620185,-1474.677680365,28.000000000,0,0.000375000,0.962004002
1482,2.964000000,2.964003896,3896,0.000000000,0.000000000,0.000000000,-1773.415560621,-1509.556265139,28.000000000,0,0.000375000,0.964003896
1483,2.966000000,2.966003495,3495,0.000000000,0.000000000,0.000000000,-1776.314858345,-1503.335868277,28.000000000,0,-0.000625000,0.966003495
1484,2.968000000,2.968003648,3648,0.000000000,0.000000000,0.000000000,-1779.284870649,-1421.359992980,28.000000000,0,-0.000625000,0.968003648
1485,2.970000000,2.970003562,3562,0.000000000,0.000000000,0.000000000,-1782.166489728,-1500.892209996,28.000000000,0,-0.001250000,0.970003562
1486,2.972000000,2.972003660,3660,0.000000000,0.000000000,0.000000000,-1784.889001006,-1459.348776184,28.000000000,0,0.000375000,0.972003660
1487,2.974000000,2.974004018,4018,0.000000000,0.000000000,0.000000000,-1787.841334665,-1409.141287230,28.000000000,0,0.000250000,0.974004018
1488,2.976000000,2.976003986,3986,0.000000000,0.000000000,0.000000000,-1790.687596455,-1393.145981014,28.000000000,0,-0.000125000,0.976003986
1489,2.978000000,2.978004048,4048,0.000000000,0.000000000,0.000000000,-1793.622251469,-1451.351123077,28.000000000,0,-0.000125000,0.978004048
1490,2.980000000,2.980003535,3535,0.000000000,0.000000000,0.000000000,-1796.256369524,-1440.687585600,28.000000000,0,-0.000625000,0.980003535
1491,2.982000000,2.982003503,3503,0.000000000,0.000000000,0.000000000,-1799.031916736,-1436.244444984,28.000000000,0,-0.000625000,0.982003503
1492,2.984000000,2.984004083,4083,0.000000000,0.000000000,0.000000000,-1801.913535816,-1356.712366082,28.000000000,0,-0.000125000,0.984004083
1493,2.986000000,2.986003589,3589,0.000000000,0.000000000,0.000000000,-1804.618368449,-1387.592124302,28.000000000,0,0.000125000,0.986003589
1494,2.988000000,2.988003687,3687,0.000000000,0.000000000,0.000000000,-1807.358558372,-1380.927413379,28.000000000,0,-0.001125000,0.988003687
1495,2.990000000,2.990004064,4064,0.000000000,0.000000000,0.000000000,-1810.116426939,-1382.482581652,28.000000000,0,0.000000000,0.990004064
1496,2.992000000,2.992003625,3625,0.000000000,0.000000000,0.000000000,-1812.838938217,-1405.142460676,28.000000000,0,-0.001500000,0.992003625
1497,2.994000000,2.994003668,3668,0.000000000,0.000000000,0.000000000,-1815.632164074,-1372.041132148,28.000000000,0,-0.001500000,0.994003668
1498,2.996000000,2.996003581,3581,0.000000000,0.000000000,0.000000000,-1818.301639417,-1399.144289902,28.000000000,0,-0.001125000,0.996003581
1499,2.998000000,2.998003587,3587,0.000000000,0.000000000,0.000000000,-1820.988793406,-1392.257352891,28.000000000,0,0.000125000,0.998003587
1500,3.000000000,3.000004111,4111,0.000000000,0.000000000,0.000000000,-1823.711304684,-1382.038267590,28.000000000,0,-0.001000000,0.000004111
1501,3.002000000,3.002003987,3987,0.000000000,0.000000000,0.000000000,-1826.203993581,-1308.282133374,28.000000000,0,0.000625000,0.002003987
1502,3.004000000,3.004004085,4085,0.000000000,0.000000000,0.000000000,-1828.855790281,-1297.618595897,28.000000000,0,0.000750000,0.004004085
1503,3.006000000,3.006003517,3517,0.000000000,0.000000000,0.000000000,-1831.542944269,-1290.731658886,28.000000000,0,0.000625000,0.006003517
1504,3.008000000,3.008006226,6226,0.000000000,0.000000000,0.000000000,-1834.300812837,-1295.397025589,28.000000000,0,0.000625000,0.008006226
1505,3.010000000,3.010003584,3584,0.000000000,0.000000000,0.000000000,-1836.828859023,-1328.720580205,28.000000000,0,0.001125000,0.010003584
1506,3.012000000,3.012003608,3608,0.000000000,0.000000000,0.000000000,-1839.445298433,-1293.619769343,28.000000000,0,-0.000375000,0.012003608
1507,3.014000000,3.014004596,4596,0.000000000,0.000000000,0.000000000,-1842.079416488,-1288.065774517,28.000000000,0,0.000500000,0.014004596
1508,3.016000000,3.016004009,4009,0.000000000,0.000000000,0.000000000,-1844.678177253,-1275.402892820,28.000000000,0,0.001625000,0.016004009
1509,3.018000000,3.018003996,3996,0.000000000,0.000000000,0.000000000,-1847.206223440,-1294.508397466,28.000000000,0,-0.000500000,0.018003996
1510,3.020000000,3.020003724,3724,0.000000000,0.000000000,0.000000000,-1849.769626916,-1316.057560394,28.000000000,0,0.000000000,0.020003724
1511,3.022000000,3.022004156,4156,0.000000000,0.000000000,0.000000000,-1852.350709036,-1268.293867835,28.000000000,0,0.000000000,0.022004156
1512,3.024000000,3.024003643,3643,0.000000000,0.000000000,0.000000000,-1854.861076578,-1265.183669404,28.000000000,0,-0.000875000,0.024003643
1513,3.026000000,3.026003612,3612,0.000000000,0.000000000,0.000000000,-1857.300729542,-1290.509570912,28.000000000,0,-0.000500000,0.026003612
1514,3.028000000,3.028003895,3895,0.000000000,0.000000000,0.000000000,-1859.811097084,-1287.621460455,28.000000000,0,-0.002875000,0.028003895
1515,3.030000000,3.030004401,4401,0.000000000,0.000000000,0.000000000,-1862.286107336,-1285.622116235,28.000000000,0,-0.001000000,0.030004401
1516,3.032000000,3.032003981,3981,0.000000000,0.000000000,0.000000000,-1864.796474878,-1269.626810020,28.000000000,0,0.000000000,0.032003981
1517,3.034000000,3.034003523,3523,0.000000000,0.000000000,0.000000000,-1867.183091908,-1210.088725773,28.000000000,0,-0.000250000,0.034003523
1518,3.036000000,3.036003548,3548,0.000000000,0.000000000,0.000000000,-1869.746495384,-1212.754610142,28.000000000,0,-0.000250000,0.036003548
1519,3.038000000,3.038003535,3535,0.000000000,0.000000000,0.000000000,-1872.186148347,-1264.739355343,28.000000000,0,0.002125000,0.038003535
1520,3.040000000,3.040003670,3670,0.000000000,0.000000000,0.000000000,-1874.625801311,-1257.186016297,28.000000000,0,0.000500000,0.040003670
1521,3.042000000,3.042004009,4009,0.000000000,0.000000000,0.000000000,-1876.941703761,-1180.097595676,28.000000000,0,0.000250000,0.042004009
1522,3.044000000,3.044003645,3645,0.000000000,0.000000000,0.000000000,-1879.328320791,-1170.544774296,28.000000000,0,-0.000125000,0.044003645
1523,3.046000000,3.046003762,3762,0.000000000,0.000000000,0.000000000,-1881.750295109,-1157.437578537,28.000000000,0,0.000750000,0.046003762
1524,3.048000000,3.048004916,4916,0.000000000,0.000000000,0.000000000,-1884.066197560,-1182.096939896,28.000000000,0,0.001125000,0.048004916
1525,3.050000000,3.050003532,3532,0.000000000,0.000000000,0.000000000,-1886.399778655,-1179.653281614,28.000000000,0,0.001125000,0.050003532
1526,3.052000000,3.052003538,3538,0.000000000,0.000000000,0.000000000,-1888.751038395,-1212.976836230,28.000000000,0,0.000625000,0.052003538
1527,3.054000000,3.054003766,3766,0.000000000,0.000000000,0.000000000,-1891.102298135,-1179.653281614,28.000000000,0,-0.000750000,0.054003766
1528,3.056000000,3.056004531,4531,0.000000000,0.000000000,0.000000000,-1893.471236520,-1143.885999660,28.000000000,0,0.001625000,0.056004531
1529,3.058000000,3.058003981,3981,0.000000000,0.000000000,0.000000000,-1895.751781682,-1175.210140999,28.000000000,0,-0.001250000,0.058003981
1530,3.060000000,3.060003617,3617,0.000000000,0.000000000,0.000000000,-1898.085362777,-1198.980874234,28.000000000,0,-0.000500000,0.060003617
1531,3.062000000,3.062004197,4197,0.000000000,0.000000000,0.000000000,-1900.436622517,-1156.548950414,28.000000000,0,-0.000500000,0.062004197
1532,3.064000000,3.064003795,3795,0.000000000,0.000000000,0.000000000,-1902.717167678,-1183.652108168,28.000000000,0,-0.000875000,0.064003795
1533,3.066000000,3.066003671,3671,0.000000000,0.000000000,0.000000000,-1904.838605038,-1114.339114568,28.000000000,0,-0.000125000,0.066003671
1534,3.068000000,3.068004010,4010,0.000000000,0.000000000,0.000000000,-1907.189864778,-1156.993264476,28.000000000,0,-0.000125000,0.068004010
1535,3.070000000,3.070004201,4201,0.000000000,0.000000000,0.000000000,-1909.435052650,-1154.549537137,28.000000000,0,0.000750000,0.070004201
1536,3.072000000,3.072004059,4059,0.000000000,0.000000000,0.000000000,-1911.556490009,-1092.123411490,28.000000000,0,0.000375000,0.072004059
1537,3.074000000,3.074003620,3620,0.000000000,0.000000000,0.000000000,-1913.766320592,-1103.897734121,28.000000000,0,0.001000000,0.074003620
1538,3.076000000,3.076003681,3681,0.000000000,0.000000000,0.000000000,-1915.958472530,-1099.898907567,28.000000000,0,0.001000000,0.076003681
1539,3.078000000,3.078003613,3613,0.000000000,0.000000000,0.000000000,-1918.168303113,-1066.575352952,28.000000000,0,-0.000500000,0.078003613
1540,3.080000000,3.080003637,3637,0.000000000,0.000000000,0.000000000,-1920.307419117,-1095.233609921,28.000000000,0,0.000375000,0.080003637
1541,3.082000000,3.082004013,4013,0.000000000,0.000000000,0.000000000,-1922.517249700,-1064.131625613,28.000000000,0,-0.000875000,0.082004013
1542,3.084000000,3.084004223,4223,0.000000000,0.000000000,0.000000000,-1924.691722993,-1066.353195921,28.000000000,0,0.000000000,0.084004223
1543,3.086000000,3.086004062,4062,0.000000000,0.000000000,0.000000000,-1926.848517642,-1063.687311552,28.000000000,0,-0.000500000,0.086004062
1544,3.088000000,3.088003642,3642,0.000000000,0.000000000,0.000000000,-1929.005312291,-1080.126931829,28.000000000,0,0.000750000,0.088003642
1545,3.090000000,3.090003555,3555,0.000000000,0.000000000,0.000000000,-1931.091392361,-1098.121651321,28.000000000,0,0.000750000,0.090003555
1546,3.092000000,3.092003468,3468,0.000000000,0.000000000,0.000000000,-1933.248187010,-1058.355542813,28.000000000,0,-0.000125000,0.092003468
1547,3.094000000,3.094003474,3474,0.000000000,0.000000000,0.000000000,-1935.351945724,-1051.912988921,28.000000000,0,0.000875000,0.094003474
1548,3.096000000,3.096004294,4294,0.000000000,0.000000000,0.000000000,-1937.384989860,-1080.793402921,28.000000000,0,0.000500000,0.096004294
1549,3.098000000,3.098003800,3800,0.000000000,0.000000000,0.000000000,-1939.453391286,-1074.350849029,28.000000000,0,0.000375000,0.098003800
1550,3.100000000,3.100005325,5325,0.000000000,0.000000000,0.000000000,-1941.486435422,-1004.815767454,28.000000000,0,0.001000000,0.100005325
1551,3.102000000,3.102007441,7441,0.000000000,0.000000000,0.000000000,-1943.625551426,-1058.799856875,28.000000000,0,0.001000000,0.102007441
1552,3.104000000,3.104003817,3817,0.000000000,0.000000000,0.000000000,-1945.587880984,-1003.038511208,28.000000000,0,0.000250000,0.104003817
1553,3.106000000,3.106004008,4008,0.000000000,0.000000000,0.000000000,-1947.709318343,-1003.482825270,28.000000000,0,0.000625000,0.106004008
1554,3.108000000,3.108004033,4033,0.000000000,0.000000000,0.000000000,-1949.742362479,-1048.802790490,28.000000000,0,0.000250000,0.108004033
1555,3.110000000,3.110008242,8242,0.000000000,0.000000000,0.000000000,-1951.793085260,-1052.579460013,28.000000000,0,0.000500000,0.110008242
1556,3.112000000,3.112004655,4655,0.000000000,0.000000000,0.000000000,-1953.826129396,-1049.024947521,28.000000000,0,-0.000750000,0.112004655
1557,3.114000000,3.114003772,3772,0.000000000,0.000000000,0.000000000,-1955.753101664,-1012.591263531,28.000000000,0,-0.003000000,0.114003772
1558,3.116000000,3.116003667,3667,0.000000000,0.000000000,0.000000000,-1957.786145800,-1008.148122916,28.000000000,0,-0.003000000,0.116003667
1559,3.118000000,3.118003599,3599,0.000000000,0.000000000,0.000000000,-1959.783832647,-975.491039392,28.000000000,0,-0.002500000,0.118003599
1560,3.120000000,3.120003604,3604,0.000000000,0.000000000,0.000000000,-1961.710804915,-985.488105777,28.000000000,0,-0.000125000,0.120003604
1561,3.122000000,3.122004054,4054,0.000000000,0.000000000,0.000000000,-1963.655455828,-979.045551885,28.000000000,0,-0.000250000,0.122004054
1562,3.124000000,3.124003986,3986,0.000000000,0.000000000,0.000000000,-1965.600106741,-973.935940177,28.000000000,0,0.000125000,0.124003986
